name,level_end,total_return,annual_return,annual_vol,sharpe,max_drawdown,calmar
EqVolTarget,123.562493584502,0.23562493584501998,0.08905221577383982,0.09540892465394224,0.9333740642905384,-0.11039500711958583,0.8066688711507908
RatesCarry,95.02674991487717,-0.04973250085122827,-0.02042254504216956,0.05257799597308607,-0.3884238009494232,-0.12608981487648185,-0.16196823718216713
CommodityCurve,97.48753720376494,-0.0251246279623506,-0.010191008810623736,0.0286503436075985,-0.3557028477634358,-0.0447727591847511,-0.2276162782054905
FxCarry,113.12574100161714,0.13125741001617142,0.052892141159083916,0.04996910979733675,1.0584967667745595,-0.04277259865743577,1.2365893777625065
XAssetOverlay,119.09404490961826,0.19094044909618257,0.07589013689443425,0.10113920069852272,0.7503533384710912,-0.13596539578386624,0.5581577316560088
