,EqVolTarget,RatesCarry,CommodityCurve,FxCarry,XAssetOverlay
2023-01-19,94.64667826669894,100.7067701864519,98.5098425273053,101.01725392482315,94.97597853690586
2023-01-20,95.46331880368592,100.36166963607273,98.37953615432158,101.75930291063264,95.7181108199455
2023-01-23,95.99557035182785,100.25187348601226,98.13745285356137,102.22793618090031,96.15480287825065
2023-01-24,95.94737202641836,100.42997795607893,98.41828861409498,101.98855079803464,96.27184596528096
2023-01-25,95.96418001132331,100.41979277717775,98.60449631828074,102.14513704880864,96.50392597103543
2023-01-26,96.45451623773404,100.34184291233139,98.56506379304267,102.53938349445974,97.03737483769618
2023-01-27,96.55799803886728,100.21866415925966,98.68811733608284,102.51392660870704,97.09710000066988
2023-01-30,95.98809203705402,100.13607783000798,99.19781117962062,102.44460302013678,96.93801238837565
2023-01-31,96.64116237494942,100.24333572751671,99.02337528888127,102.14042274698684,97.16832200758836
2023-02-01,97.21836347317657,100.78416833285564,99.53963598997561,101.71570827245343,98.10611546785884
2023-02-02,98.01213214503933,100.73010479432808,99.62383943804211,101.41932599620596,98.54114120883334
2023-02-03,97.4204267158423,100.3057259864884,100.03951234535167,101.19012608789566,97.91312451887879
2023-02-06,97.08301754317765,99.94570333909442,99.9076750605739,101.41999326340692,97.44901374811604
2023-02-07,97.7957135211122,99.77663022617614,99.46914740282249,101.40820035248332,97.53549388144963
2023-02-08,97.18822828412299,99.95542948362946,99.49726366454364,101.62490972803546,97.38212237836757
2023-02-09,96.71015463594871,99.7837799051429,99.57694234263515,101.78024572108583,97.0422377402277
2023-02-10,96.83751287420903,99.43988540982984,99.34560521266265,101.71352483043819,96.62877960147928
2023-02-13,97.47599940144663,99.57040748593055,99.31572393806593,102.38257606150867,97.79572083880169
2023-02-14,97.45065443926701,99.39940254972248,99.29816694528412,102.52943005517925,97.73481397508716
2023-02-15,97.6291503587107,99.20616504012332,99.44135673441879,102.23255422642062,97.61228024217561
2023-02-16,96.86442945410047,98.92918335037646,99.60132331499246,102.09566833750281,96.7777793720316
2023-02-17,96.72755026434442,99.12924864101532,99.9043900048589,102.04648376034031,97.0386867995761
2023-02-21,95.62012315938291,98.48037943350792,99.9520770417673,102.6320355221799,96.09334436986146
2023-02-22,95.54562761657932,98.58231399765796,100.1812589539981,102.32669922346274,96.0586046994723
2023-02-23,95.83199969702142,98.84337074055011,99.95576972770746,102.154635580058,96.19225305440318
2023-02-24,95.25054590097085,98.6100590195805,99.76948478482146,102.22779202269156,95.42071491020303
2023-02-27,95.43350485939757,98.77243490649754,99.61107915168392,102.25325491448787,95.60415671435794
2023-02-28,95.23291489370543,98.80905303973412,99.43063364314803,102.4751956613433,95.49337036687953
2023-03-01,95.00794267488473,98.40335655461129,98.95909174244176,102.09476865059631,94.25560152669217
2023-03-02,95.46034833958417,97.99963950531824,98.92878129700472,102.10698199820953,94.29544815944159
2023-03-03,96.39388729209891,98.57930527857279,98.63838574577505,102.22313085522505,95.36159947153963
2023-03-06,96.43492305627089,98.56083530554153,98.77696191763285,101.95113127575783,95.28017383944865
2023-03-07,95.51930007556072,98.73924005989058,99.05350398754489,101.27317664135056,94.41856918384637
2023-03-08,95.61506208732135,98.74518603848628,99.23706031451387,101.39198520727905,94.7305920864671
2023-03-09,94.52063292045543,98.83616934833597,99.45218210525492,101.40894902430276,94.12483921959004
2023-03-10,93.67623075037757,99.75665830303076,99.28983787572426,101.11902518328422,93.81570066502594
2023-03-13,93.59411800044496,99.89315572586517,99.37232934118711,101.12090308431124,93.9159695243059
2023-03-14,94.53726753146292,99.64294925808255,99.67877499201828,101.32636622586648,94.88707903460242
2023-03-15,94.17270317260764,99.98662214902126,100.21044386356883,100.91431414356306,94.95560451026996
2023-03-16,95.17945286436493,99.97003396683334,100.00865311691992,101.1494756805837,95.77552207262663
2023-03-17,94.49138317313758,100.44781820717826,100.13741267011764,101.05122055015502,95.60769776657652
2023-03-20,95.04718067236047,100.16327293694991,100.11034103162191,101.19177988870467,95.92570586020072
2023-03-21,95.80927869221037,99.84757254831766,99.94711519888668,100.70259506931814,95.7998465790687
2023-03-22,94.79677583343613,100.15925321808142,99.84829425836075,101.05098589303655,95.4000563333835
2023-03-23,94.95407657504315,100.43337117994693,99.95617273447102,100.69433849782243,95.56053025504535
2023-03-24,95.33581143330574,100.43337117994693,99.95947579395396,100.32023011015863,95.58888775256659
2023-03-27,95.44527259281688,99.88479252001802,99.65169544509148,100.63403712571541,95.220539174536
2023-03-28,95.31345034443201,99.87342433548172,99.63891499037923,100.87372404058006,95.28784770249055
2023-03-29,96.1588210878937,99.84137287465448,99.86213211503251,101.18512596870717,96.54278998089772
2023-03-30,96.50387542206099,99.96254422512976,99.77410866540556,101.23139173305582,96.9563713360253
